coordinates	CONTROL_1	CONTROL_2	CONTROL_3	CONTROL_4	CONTROL_5	CANCER_1	CANCER_2	CANCER_3	CANCER_4	CANCER_5	CONTROL_avg	CANCER_avg	DIFF	ABSDIFF	gene_id	gene_name	ttest_pval	p.adj.bonferroni	p.adj.bh	PTBP1_binding	RBFOX1_binding
1:10279097-10279138:+	0.9676131862939841	0.9124120675990687	0.9537767813625598	0.8830816614086919	0.8305492041413796	0.5205656030493172	0.4406380770577829	0.3493898045771436	0.5741231086081187	0.5585551621953485	0.9094865801611368	0.4886543510975422	-0.42083222906359463	0.42083222906359463	ENSG00000054523	KIF1B	8.331187179567087e-05	1.0	0.008567423863014543	1.2126819999999998	0.921395
1:46000959-46000979:+	0.6740581649464032	0.6343412848148774	0.6048485312758125	0.7014306677388539	0.5998980795594263	0.5089677991838748	0.5159118458179217	0.5809605193119277	0.32898961489870526	0.5152304144370632	0.6429153456670746	0.4900120387298985	-0.15290330693717613	0.15290330693717613	ENSG00000086015	MAST2	0.018476406692469482	1.0	0.17694765979312652	0.982718	0.930069
1:149012591-149012776:+	0.36775915126159225	0.4914006350245696	0.4182175134248087	0.3670676825008589	0.24702645153861058	0.15695866778678422	0.03028298837362025	0.08134931387124217	0.1246592945641924	0.0967883713134602	0.378294286750088	0.09800772718185985	-0.2802865595682282	0.2802865595682282	ENSG00000178104	PDE4DIP	0.000761930354379328	1.0	0.029973498985820933	1.417498	0.9093979999999999
10:84507294-84507333:+	0.22798706697459586	0.2300211727969753	0.23970762854521077	0.129506014080793	0.0052878147529509265	0.05399262600934444	0.0	0.0	0.0	0.012644175158313285	0.16650193943010516	0.013327360233531543	-0.15317457919657362	0.15317457919657362	ENSG00000107771	CCSER2	0.02534201983455849	1.0	0.2066541239569039	1.298983	1.985854
10:60068637-60076448:-	0.4097696872988256	0.2444752670089182	0.4387250764558199	0.2318515319681113	0.11361976359576535	0.1637750500136207	0.02508047182285128	0.04371236037742859	0.025875911580762335	0.14460653610796123	0.2876882652654881	0.08061006598052482	-0.20707819928496324	0.20707819928496324	ENSG00000151150	ANK3	0.02263521127247655	1.0	0.19535342453376062	1.0988870000000002	1.052368
10:73828089-73828121:-	0.2659561814549924	0.3073942324540466	0.29161716119046116	0.32139025306409214	0.12999850218829262	0.009350377611403535	0.0	0.009129034814486948	0.0035133629592539275	0.023201939195182177	0.263271266070377	0.009038942916065319	-0.25423232315431166	0.25423232315431166	ENSG00000148660	CAMK2G	0.0016866699867297134	1.0	0.047463729791856805	2.086535	1.673875
10:77008185-77008193:-	0.36363344396958736	0.412082104631391	0.37512087917009557	0.267460185810584	0.3308104412742722	0.022446894922265318	0.02734309558086509	0.08942658853712256	0.12835041115847579	0.03411924189681751	0.349821410971186	0.06033724641910926	-0.28948416455207676	0.28948416455207676	ENSG00000156113	KCNMA1	2.095910287855609e-05	0.6422917077133514	0.0037184720127805817	1.011952	0.908316
11:57806461-57806478:+	0.5078532692788827	0.5049574028897299	0.4998708563564502	0.4705641223078676	0.406854464956028	0.3849837636681657	0.035327287653821864	0.13790814418983793	0.0813019634041239	0.10009837388615063	0.47802002315779174	0.14792390656042	-0.3300961165973717	0.3300961165973717	ENSG00000198561,ENSG00000288534	CTNND1,AP001931.2	0.004251323972830661	1.0	0.07959165298955365	0.968391	1.853167
11:117840344-117840368:-	1.0	0.9440448725908596	0.9025559884465537	0.9773881663401637	0.9289485142103581	0.5693344581224934	0.7428663254110646	0.8121650660582586	0.5669901956697023	0.4530923890471562	0.9505875083175871	0.628889686861735	-0.32169782145585213	0.32169782145585213	ENSG00000137726	FXYD6	0.006339467631587353	1.0	0.09836606864303517	1.490024	0.931066
11:113806489-113806584:-	0.607142522150373	0.6493593640196533	0.6324636929027204	0.5316967538636388	0.5342076245853203	0.31353779015066663	0.31954543481848613	0.20846768721691514	0.3131804839146913	0.307882787122733	0.5909739915043412	0.2925228366446984	-0.29845115485964274	0.29845115485964274	ENSG00000048028	USP28	1.8292073674379538e-05	0.5605605977513609	0.0034611433594595063	0.926815	0.930847
