coordinates	CONTROL_1	CONTROL_2	CONTROL_3	CONTROL_4	CONTROL_5	CANCER_1	CANCER_2	CANCER_3	CANCER_4	CANCER_5	CONTROL_avg	CANCER_avg	DIFF	ABSDIFF	gene_id	gene_name	ttest_pval	p.adj.bonferroni	p.adj.bh	PTBP1_binding	RBFOX1_binding
1:204537430-204537497:+	1.0	1.0	0.9033410518043397	0.6136107956093242	0.5985027276301181	0.39522658265010774	0.22032327052106948	0.24064848715562132	0.7044912831555666	0.5475504199855042	0.8230909150087564	0.42164800869357394	-0.4014429063151825	0.4014429063151825	ENSG00000198625	MDM4	0.014447979645135181	1.0	0.1558326872884359	0.8786449999999999	0.11005
1:78660554-78660654:+	0.8851926776559517	0.7670684466198403	0.7956211230391035	0.7730929375891267	0.7209277340128782	0.6329168239513047	0.7367345840077284	0.5905848742534885	0.592505246946405	0.6795667136166545	0.78838058378338	0.6464616485551162	-0.14191893522826382	0.14191893522826382	ENSG00000137965	IFI44	0.00643934504832387	1.0	0.0994625650231275	0.643925	0.0
1:75728401-75728488:+	0.7459282363732108	0.7123689743876276	0.7175448971567121	0.8822630416706085	0.8172543043561497	0.5434981328285438	0.7490250620036275	0.5741296026969629	0.5846695543196478	0.5689352187198556	0.7750718907888617	0.6040515141137276	-0.17102037667513414	0.17102037667513414	ENSG00000117054	ACADM	0.008617342591788556	1.0	0.116231718188979	0.5244099999999999	0.0
1:1051032-1051043:+	0.4162066147038578	0.38141972011687175	0.3758017631428916	0.4030549135721451	0.21070650905269905	0.0751622180271115	0.012026965005732552	0.0557440052244038	0.034659680499601615	0.07572985061361943	0.35743790411769305	0.05066454387409378	-0.30677336024359925	0.30677336024359925	ENSG00000188157	AGRN	0.0006394727998339757	1.0	0.02756208713208465	2.711935	0.0
1:6041831-6041872:+	0.4358741388148531	0.40162382723194695	0.44023531258952614	0.38106425546177836	0.3285249263727375	0.18107380992311103	0.16891399563264692	0.2166356999284891	0.24772523326947873	0.32893721414467575	0.39746449209416845	0.2286571905796803	-0.16880730151448817	0.16880730151448817	ENSG00000069424	KCNAB2	0.0017963679368859593	1.0	0.04934361282164909	2.306555	0.0
1:6091263-6091307:+	0.17316865159231265	0.15291736808249998	0.183594948275675	0.244827882734035	0.21531900276872773	0.0	0.06252058354407247	0.0023997691027022486	0.003069144594122826	0.1239621406501285	0.19396557069065007	0.03839032757820521	-0.15557524311244486	0.15557524311244486	ENSG00000069424	KCNAB2	0.001137243681150274	1.0	0.03743869459605277	0.955657	0.314056
1:16391375-16391424:+	0.573116509619061	0.5459567627864952	0.5383277451755447	0.47201953672665903	0.3446703570337759	0.39829951092714894	0.3837746293560541	0.3377221876476391	0.396699872750833	0.35414479516289404	0.4948181822683072	0.3741281991689138	-0.12068998309939338	0.12068998309939338	ENSG00000055070	SZRD1	0.0398879630712749	1.0	0.25739453112638855	0.7058530000000001	0.023489
1:23066060-23066071:+	0.4836073354589724	0.31747964298055176	0.43302957913755635	0.49547888861360373	0.26612370168984795	0.19947107608701736	0.25580100575115766	0.1803960119509789	0.15264853383882754	0.22562462946246323	0.3991438295761064	0.20278825141808893	-0.19635557815801746	0.19635557815801746	ENSG00000004487	KDM1A	0.009622965731522022	1.0	0.12287324368437183	0.983726	0.0
1:29289683-29289712:+	0.24138919780769832	0.24053513841005508	0.22808841211840863	0.1420835571308702	0.04804508956495084	0.03218409847383965	0.0	0.0	0.0	0.0	0.1800282790063966	0.00643681969476793	-0.17359145931162867	0.17359145931162867	ENSG00000060656	PTPRU	0.009306089788572496	1.0	0.12079149401919952	0.7420359999999999	0.0
1:29307129-29307146:+	0.20644688534929403	0.22654590671785071	0.2757103760966501	0.21056783874146368	0.09076122943149953	0.04293709049852869	0.004103238541917782	0.0	0.0	0.00773549326842841	0.2020064472673516	0.010955164461774976	-0.19105128280557662	0.19105128280557662	ENSG00000060656	PTPRU	0.0023971543735156523	1.0	0.057787039119540355	0.537166	0.0
1:31346640-31346740:+	1.0	1.0	1.0	0.9833897966732622	1.0	0.8478644096811797	0.8704612151193389	0.78507410329074	0.6799608361960241	0.9724002038138795	0.9966779593346524	0.8311521536202324	-0.16552580571442	0.16552580571442	ENSG00000121766	ZCCHC17	0.02650199285488625	1.0	0.2108159351228122	0.931843	0.155064
1:40454203-40454288:+	0.8021324816311388	0.8632890483821163	0.7106116819604927	0.7597579927767211	1.0	0.6663096552269154	0.5511165322692638	0.5246248169219122	0.0	0.6007375884626623	0.8271582409500938	0.4685577185761507	-0.35860052237394313	0.35860052237394313	ENSG00000187801	ZFP69B	0.03671678269184323	1.0	0.24617977425163987	1.264791	0.0
1:43602071-43602097:+	0.9335020883380872	0.9638575857467299	0.951691987090992	0.9662833423955692	0.8158525856416279	0.6452608727355353	0.6275925731290439	0.5813620003174383	0.5556978834875638	0.6635000669940627	0.9262375178426012	0.6146826793327288	-0.3115548385098724	0.3115548385098724	ENSG00000142949	PTPRF	3.5095971197634645e-05	1.0	0.0049110321340251764	1.104251	0.010187
1:43934112-43934260:+	1.0	1.0	1.0	1.0	1.0	1.0	0.7566669520364703	0.8644881944553559	0.7982748351210233	0.831292190039284	1.0	0.8501444343304266	-0.14985556566957337	0.14985556566957337	ENSG00000117407	ARTN	0.022538424323178236	1.0	0.19500000377859883	0.5718989999999999	0.0
1:52948009-52948080:+	0.9855748707373612	0.9597278189743419	1.0	1.0	1.0	0.8965079062263708	1.0	0.6967226904645047	0.8320046821074616	0.774447912563467	0.9890605379423405	0.8399366382723608	-0.14912389966997974	0.14912389966997974	ENSG00000116171	SCP2	0.044213731098221354	1.0	0.26946341155690595	0.988028	0.0
1:59056840-59056861:+	0.32092902556117814	1.0	1.0	0.20105981677743884	0.31422729519615333	0.0	0.0	0.15702666969377257	0.037858092490980155	0.0	0.5672432275069541	0.03897695243695055	-0.5282662750700036	0.5282662750700036	ENSG00000237352	LINC01358	0.04009788156873172	1.0	0.25809695036206337	1.32862	0.0
1:81980795-81980839:+	0.3790597586525941	0.362048642090613	0.34047905145602003	0.6179266356689106	0.5085066639169465	0.25741900788031435	0.25547984397668294	0.08009910711182887	0.09111886897497296	0.25463351317720617	0.44160415035701683	0.18775006822420104	-0.2538540821328158	0.2538540821328158	ENSG00000117114	ADGRL2	0.006054551386718243	1.0	0.09564006559071163	1.006172	0.170085
1:96806419-96806452:+	0.9913173593635696	0.9813418051228954	0.9678615671998109	0.9890366362422904	0.9188009578834324	0.7543679120783932	0.7510338527921578	0.8943022000930866	0.8075651062959041	0.8227436171920666	0.9696716651623998	0.8060025376903216	-0.16366912747207818	0.16366912747207818	ENSG00000117569	PTBP2	0.0014795154649049872	1.0	0.04377693507522217	2.4442899999999996	0.0
1:110413321-110413410:+	0.1274434483989834	0.361981705901472	0.23185892459241195	0.2391332574353377	0.23876205545308563	0.06408056608452585	0.06544669106617867	0.045109829684592345	0.02624397442158355	0.02768807832334097	0.23983587835625814	0.045713827916044274	-0.19412205044021386	0.19412205044021386	ENSG00000224699	LAMTOR5-AS1	0.00537155136679861	1.0	0.08938315198045456	0.824462	0.0
